geocell_id,country,cluster_id,count,indices,centroid_lat,centroid_lng
2499,Japan,-1,15,"[160870, 42774, 43574, 42737, 43558, 44372, 42771, 42773, 44401, 44402, 42762, 44391, 42750, 42759, 43591]",40.543197614941256,140.5362230570649
2499,Japan,0,6,"[42768, 44398, 42766, 43576, 160868, 160869]",40.543197614941256,140.5362230570649
2499,Japan,5,3,"[42775, 42776, 43592]",40.543197614941256,140.5362230570649
2499,Japan,3,3,"[44385, 42742, 42747]",40.543197614941256,140.5362230570649
2499,Japan,1,4,"[42757, 43582, 42760, 42765]",40.543197614941256,140.5362230570649
2499,Japan,2,4,"[42753, 43570, 44387, 161053]",40.543197614941256,140.5362230570649
2499,Japan,4,7,"[42767, 43586, 43587, 44397, 160774, 160775, 160776]",40.543197614941256,140.5362230570649
2500,Japan,0,6,"[44076, 162266, 162406, 162410, 162279, 162391]",35.69317042742762,140.16195170142208
2500,Japan,1,4,"[43314, 44919, 44069, 43319]",35.69317042742762,140.16195170142208
2500,Japan,2,4,"[44917, 162397, 162392, 162396]",35.69317042742762,140.16195170142208
2500,Japan,-1,1,[162270],35.69317042742762,140.16195170142208
2501,Japan,0,19,"[162274, 44073, 162390, 162400, 42484, 162303, 162306, 162318, 42482, 44930, 162283, 162286, 162300, 42467, 42474, 44922, 42475, 162269, 43301]",35.75863228359392,140.4236910907773
2502,Japan,0,9,"[42468, 44913, 162361, 162373, 162381, 162394, 162402, 162499, 162506]",35.58428568630096,140.22896338851712
2502,Japan,1,6,"[43297, 44908, 44910, 44912, 162508, 162514]",35.58428568630096,140.22896338851712
2503,Japan,-1,6,"[162582, 44008, 44004, 43259, 162608, 162973]",35.26878755041421,140.0973838791316
2503,Japan,3,14,"[43274, 44905, 42408, 44871, 42430, 42442, 162570, 162578, 162602, 43265, 44030, 43289, 162493, 162497]",35.26878755041421,140.0973838791316
2503,Japan,0,7,"[42422, 162557, 162562, 42420, 44023, 43248, 162685]",35.26878755041421,140.0973838791316
2503,Japan,4,4,"[42367, 42378, 44822, 43217]",35.26878755041421,140.0973838791316
2503,Japan,5,3,"[162955, 42358, 162971]",35.26878755041421,140.0973838791316
2503,Japan,1,6,"[43224, 43246, 44006, 44016, 44020, 162680]",35.26878755041421,140.0973838791316
2503,Japan,2,4,"[43221, 197189, 197190, 197191]",35.26878755041421,140.0973838791316
2504,Japan,0,5,"[42473, 43312, 43320, 44927, 162281]",35.737724086556355,140.62360248836364
2504,Japan,1,7,"[43311, 44074, 44079, 162275, 162411, 42472, 162271]",35.737724086556355,140.62360248836364
2504,Japan,-1,1,[42466],35.737724086556355,140.62360248836364
2504,Japan,2,2,"[43310, 44916]",35.737724086556355,140.62360248836364
2505,Japan,0,11,"[42213, 42196, 43025, 43805, 44641, 42180, 43040, 43035, 43036, 44651, 163612]",33.55288868726104,132.6081120453807
2506,Japan,0,15,"[44627, 42142, 43783, 44594, 44602, 43001, 43003, 43785, 43793, 163592, 163675, 163691, 163702, 42147, 44596]",33.12548674751145,132.64630078732938
2507,Japan,0,6,"[42177, 43008, 43009, 43013, 43803, 44631]",33.52087160683162,132.82118511913112
2507,Japan,1,5,"[42186, 42207, 42208, 43042, 43831]",33.52087160683162,132.82118511913112
2508,Japan,0,22,"[43826, 43827, 43045, 43840, 44666, 163493, 42233, 44687, 44706, 44709, 163401, 42229, 43046, 43053, 43055, 43059, 43851, 44672, 163385, 163391, 163495, 163503]",33.92358093413607,132.88518259014782
2509,Japan,0,16,"[44932, 43331, 44104, 42496, 42501, 43332, 43335, 44113, 44121, 162090, 162097, 43326, 43328, 44092, 162184, 162186]",35.968074030704535,136.21467149686362
2510,Japan,-1,2,"[42512, 44957]",36.25303420544216,136.39521027951324
2510,Japan,0,6,"[42514, 44128, 42503, 43340, 162083, 44133]",36.25303420544216,136.39521027951324
2510,Japan,1,14,"[44151, 44965, 162009, 162012, 42533, 43364, 44154, 44969, 44974, 161902, 162027, 162035, 162040, 161906]",36.25303420544216,136.39521027951324
2511,Japan,-1,1,[43029],33.74276469898817,130.89432299336303
2511,Japan,2,11,"[42210, 43839, 163377, 163501, 163496, 163378, 44664, 44665, 163492, 163499, 163502]",33.74276469898817,130.89432299336303
2511,Japan,0,12,"[42190, 42191, 163477, 163482, 163484, 163487, 42202, 43830, 43050, 163491, 43037, 43825]",33.74276469898817,130.89432299336303
2511,Japan,1,7,"[43848, 43849, 44667, 163379, 163380, 163382, 163497]",33.74276469898817,130.89432299336303
2512,Japan,0,11,"[44615, 42977, 42981, 42146, 42149, 42152, 42985, 43781, 44601, 44611, 163792]",33.13212439613497,130.70050950628215
2512,Japan,1,5,"[43796, 44624, 163689, 163685, 163688]",33.13212439613497,130.70050950628215
2513,Japan,-1,1,[42989],33.0958622072516,130.47710293758817
2513,Japan,0,8,"[163676, 163677, 163680, 163683, 163686, 163687, 44613, 42997]",33.0958622072516,130.47710293758817
2513,Japan,1,10,"[42979, 44606, 163668, 163671, 42150, 163670, 163793, 42145, 163791, 163674]",33.0958622072516,130.47710293758817
2514,Japan,0,13,"[42631, 42634, 42640, 42642, 43469, 44270, 44275, 44277, 44279, 45073, 45075, 161727, 161730]",37.78579607877756,140.38411282747026
2515,Japan,0,6,"[42596, 43431, 44225, 44226, 45031, 44233]",37.11150098119361,140.53678545226757
2515,Japan,-1,4,"[42598, 44229, 44231, 45039]",37.11150098119361,140.53678545226757
2516,Japan,0,23,"[44252, 42622, 42608, 43441, 45047, 43445, 43448, 43455, 44250, 45061, 45063, 42617, 43449, 43454, 44245, 44248, 45050, 45054, 161695, 161849, 161851, 161852, 161843]",37.38057412866901,140.5315164369559
2516,Japan,1,6,"[44244, 161694, 42616, 42612, 43446, 44249]",37.38057412866901,140.5315164369559
2517,Japan,-1,5,"[43462, 42625, 43430, 42620, 44269]",37.2877427505756,139.8508404151372
2517,Japan,1,3,"[45043, 45044, 161847]",37.2877427505756,139.8508404151372
2517,Japan,0,14,"[42601, 43433, 44223, 44246, 44257, 161701, 42607, 42609, 44237, 44240, 44243, 42606, 43439, 44241]",37.2877427505756,139.8508404151372
2518,Japan,-1,4,"[45041, 43435, 44221, 44242]",37.108359969823766,140.7669011522464
2518,Japan,1,7,"[42584, 42587, 44206, 44214, 161826, 161828, 161829]",37.108359969823766,140.7669011522464
2518,Japan,0,5,"[43420, 43421, 44210, 44211, 161835]",37.108359969823766,140.7669011522464
2518,Japan,2,6,"[45040, 161833, 161834, 161837, 161839, 161840]",37.108359969823766,140.7669011522464
2519,Japan,0,10,"[42623, 43461, 43465, 44265, 161709, 44258, 43463, 44255, 44263, 45067]",37.56638048691873,140.62763730867442
2520,Japan,0,6,"[45023, 43419, 43422, 43426, 44208, 45027]",36.94045303987247,140.5031422997739
2520,Japan,1,5,"[42580, 43407, 43410, 43413, 161820]",36.94045303987247,140.5031422997739
2521,Japan,0,10,"[45083, 45077, 161726, 161728, 161731, 45086, 42643, 43480, 45094, 161747]",37.86823832378479,140.6856128068063
2521,Japan,1,8,"[43475, 44282, 197222, 197223, 42638, 44278, 161720, 161723]",37.86823832378479,140.6856128068063
2522,Japan,0,14,"[43453, 43451, 45057, 43444, 45048, 45051, 42615, 42619, 42621, 43450, 44254, 45058, 42627, 44261]",37.51883474881441,140.02607743036114
2522,Japan,-1,2,"[42628, 43468]",37.51883474881441,140.02607743036114
2522,Japan,1,6,"[43464, 43466, 43467, 44268, 45065, 161711]",37.51883474881441,140.02607743036114
2522,Japan,2,3,"[42630, 44272, 45070]",37.51883474881441,140.02607743036114
2523,Japan,0,6,"[42439, 162591, 162599, 162606, 44047, 162490]",35.52146514249203,136.75816327439213
2523,Japan,-1,5,"[44043, 44897, 162586, 43302, 44914]",35.52146514249203,136.75816327439213
2524,Japan,-1,5,"[162837, 162761, 44813, 43189, 44849]",35.17954570287708,136.39664658459768
2524,Japan,0,17,"[43255, 44879, 42362, 42417, 162699, 162863, 162868, 162875, 42413, 44864, 43210, 44002, 44850, 162879, 162857, 162862, 162846]",35.17954570287708,136.39664658459768
2524,Japan,2,4,"[43202, 43204, 43999, 43201]",35.17954570287708,136.39664658459768
2524,Japan,1,6,"[42429, 162671, 162687, 162693, 162701, 44881]",35.17954570287708,136.39664658459768
2525,Japan,-1,2,"[44790, 162855]",35.076961353980614,137.24630809778355
2525,Japan,0,7,"[43953, 162932, 163067, 162931, 43960, 162949, 43156]",35.076961353980614,137.24630809778355
2525,Japan,2,7,"[42406, 162780, 162783, 197193, 197194, 197195, 42381]",35.076961353980614,137.24630809778355
2525,Japan,1,9,"[43175, 43987, 162834, 162861, 162964, 162979, 43991, 162870, 162877]",35.076961353980614,137.24630809778355
2525,Japan,3,5,"[42396, 42398, 43216, 43223, 43235]",35.076961353980614,137.24630809778355
2526,Japan,-1,7,"[162786, 42360, 42384, 44848, 42366, 162564, 44013]",35.25842021034608,136.73556954751484
2526,Japan,1,7,"[162679, 162677, 162678, 162684, 162686, 162690, 44877]",35.25842021034608,136.73556954751484
2526,Japan,0,19,"[43228, 162774, 120222, 120307, 120308, 120333, 162773, 162775, 162778, 162771, 120248, 120258, 120269, 120341, 120359, 120367, 162663, 162790, 162782]",35.25842021034608,136.73556954751484
2527,Japan,0,16,"[43372, 43381, 42541, 43379, 44996, 161901, 162030, 43361, 44158, 44980, 162023, 42522, 42524, 44972, 162011, 162018]",36.406475529843306,139.33636993797523
2528,Japan,-1,4,"[161930, 161931, 42571, 42577]",37.057847936405864,138.45680818076113
2528,Japan,0,6,"[42567, 43400, 161951, 45018, 42557, 161947]",37.057847936405864,138.45680818076113
2528,Japan,1,14,"[42591, 45028, 43440, 45045, 42603, 43434, 43437, 44216, 44235, 44236, 44239, 45033, 45036, 45038]",37.057847936405864,138.45680818076113
2528,Japan,2,5,"[43456, 45059, 161697, 161850, 161696]",37.057847936405864,138.45680818076113
2529,Japan,-1,6,"[43404, 43425, 44219, 42583, 43388, 45010]",36.82249985917505,139.46369342154802
2529,Japan,1,8,"[42558, 43393, 44186, 44188, 44190, 45007, 45011, 161950]",36.82249985917505,139.46369342154802
2529,Japan,0,5,"[42578, 43408, 44197, 44204, 45008]",36.82249985917505,139.46369342154802
2530,Japan,0,22,"[162209, 162207, 162130, 44949, 162224, 162113, 162116, 162120, 44119, 162223, 162227, 44109, 43342, 44124, 44946, 162096, 162218, 44122, 162092, 162104, 162122, 162225]",36.12288975886364,139.42685228090807
2531,Japan,0,11,"[161905, 161900, 161903, 161907, 161909, 162029, 162038, 162042, 162044, 197219, 197220]",36.41672880265435,139.12175816601186
2532,Japan,-1,9,"[42546, 42549, 43382, 44999, 45005, 42559, 42562, 44175, 162045]",36.589892995369446,138.84129267257705
2532,Japan,0,4,"[42552, 43391, 42553, 45003]",36.589892995369446,138.84129267257705
2532,Japan,1,3,"[43385, 43384, 161918]",36.589892995369446,138.84129267257705
2533,Japan,0,11,"[42538, 162016, 162020, 162025, 162028, 162043, 162135, 42537, 44153, 44155, 162017]",36.373432859511254,138.84970960097868
2534,Japan,0,14,"[42517, 44964, 44130, 44960, 162131, 162134, 42495, 42502, 44112, 162203, 42508, 42509, 42511, 162007]",36.055571600155204,138.9558197855791
2535,Japan,0,5,"[42262, 42254, 44714, 163306, 163308]",34.55080268515116,132.5385036302825
2535,Japan,-1,21,"[43884, 43094, 43882, 44700, 163303, 42271, 42276, 43106, 44723, 44750, 163190, 163316, 42266, 43102, 43111, 43894, 163192, 163198, 163204, 163215, 163229]",34.55080268515116,132.5385036302825
2535,Japan,4,7,"[43139, 43149, 43948, 197179, 197180, 197181, 43951]",34.55080268515116,132.5385036302825
2535,Japan,3,9,"[43931, 42293, 42297, 43129, 43925, 44761, 44773, 163014, 163106]",34.55080268515116,132.5385036302825
2535,Japan,1,5,"[163188, 43904, 163196, 163200, 163202]",34.55080268515116,132.5385036302825
2535,Japan,2,3,"[43912, 44745, 43120]",34.55080268515116,132.5385036302825
2536,Japan,0,8,"[43099, 43101, 43892, 42267, 44720, 44735, 44738, 163329]",34.440671986250265,132.75451822677906
2536,Japan,1,5,"[42273, 42283, 42286, 43918, 44734]",34.440671986250265,132.75451822677906
2537,Japan,-1,6,"[43109, 43116, 43121, 43124, 43910, 44721]",34.467610689356945,133.15693710320315
2537,Japan,1,3,"[44731, 42272, 163203]",34.467610689356945,133.15693710320315
2537,Japan,0,3,"[163194, 163201, 163187]",34.467610689356945,133.15693710320315
2537,Japan,2,9,"[43136, 43917, 43921, 43926, 44732, 163099, 163212, 163221, 163224]",34.467610689356945,133.15693710320315
2538,Japan,0,16,"[43125, 43928, 42292, 43922, 44762, 42316, 42319, 43155, 43168, 43947, 163037, 163057, 43134, 42317, 43151, 43935]",34.71972907438058,133.33211911271462
2539,Japan,0,12,"[42314, 42328, 42333, 42349, 42371, 43177, 43941, 43946, 43974, 44834, 44835, 162928]",34.94287451781629,133.07130382883525
2540,Japan,0,20,"[44499, 42892, 44513, 42881, 43684, 159641, 42895, 43695, 44515, 159452, 42886, 44502, 44504, 44508, 159544, 43688, 44501, 44505, 44506, 42884]",44.15035415467588,142.59549842579528
2541,Japan,0,10,"[42842, 42848, 43652, 44471, 43643, 42860, 43672, 44482, 44456, 43668]",43.37744184493945,142.53538327727438
2542,Japan,-1,2,"[42853, 44473]",43.39298616914961,145.00504900648593
2542,Japan,0,4,"[42857, 43665, 43669, 44475]",43.39298616914961,145.00504900648593
2542,Japan,1,4,"[43661, 44467, 44469, 44477]",43.39298616914961,145.00504900648593
2543,Japan,0,12,"[43602, 42785, 42792, 44410, 44412, 43611, 42789, 43605, 44414, 160298, 160299, 42786]",42.37322526044656,142.8492536952585
2544,Japan,0,10,"[43596, 42779, 43597, 43598, 44405, 160407, 160408, 43599, 44408, 160297]",41.76412641018953,140.57445313181293
2545,Japan,-1,3,"[42864, 44486, 42879]",43.79008364193094,142.2150128334252
2545,Japan,0,12,"[44488, 159722, 42869, 43678, 44494, 159636, 159637, 159638, 159639, 197101, 42870, 43680]",43.79008364193094,142.2150128334252
2545,Japan,1,5,"[42875, 42876, 42877, 196607, 44491]",43.79008364193094,142.2150128334252
2546,Japan,0,5,"[42856, 42862, 43664, 42866, 44485]",43.74094312322121,143.62016293110108
2546,Japan,-1,4,"[43655, 42874, 43679, 44496]",43.74094312322121,143.62016293110108
2546,Japan,2,9,"[42878, 42880, 43685, 44498, 44500, 44503, 44490, 44509, 43683]",43.74094312322121,143.62016293110108
2546,Japan,1,8,"[42872, 44489, 44493, 159640, 43675, 43677, 44481, 42867]",43.74094312322121,143.62016293110108
2547,Japan,0,6,"[42815, 42821, 43624, 43627, 43644, 160018]",43.16249720475526,144.07511435747722
2547,Japan,1,4,"[42827, 43642, 44446, 160027]",43.16249720475526,144.07511435747722
2547,Japan,-1,2,"[42832, 43666]",43.16249720475526,144.07511435747722
2548,Japan,0,6,"[42818, 43619, 43621, 44430, 43633, 43613]",42.74309380381748,143.14651278559438
2548,Japan,-1,4,"[43606, 44420, 43647, 44423]",42.74309380381748,143.14651278559438
2548,Japan,2,5,"[43608, 44422, 160107, 42804, 43612]",42.74309380381748,143.14651278559438
2548,Japan,1,14,"[43635, 43639, 44452, 160021, 160023, 160024, 160025, 160026, 42817, 43630, 43632, 44443, 160019, 160020]",42.74309380381748,143.14651278559438
2549,Japan,0,7,"[42787, 43604, 160211, 44418, 44419, 160213, 42791]",42.55157719733466,141.02139133388124
2550,Japan,-1,5,"[42904, 43699, 44521, 43707, 44522]",44.77043400624819,142.4251745143816
2550,Japan,0,7,"[44519, 42896, 44516, 159345, 159346, 43702, 159343]",44.77043400624819,142.4251745143816
2550,Japan,1,3,"[42900, 43703, 44518]",44.77043400624819,142.4251745143816
2551,Japan,0,10,"[42841, 42847, 43651, 43657, 43662, 44464, 42837, 42845, 43656, 44463]",43.21664374443431,145.2809431412825
2552,Japan,-1,7,"[43686, 42883, 42887, 44514, 42899, 42897, 42898]",44.407780530688854,141.9657527906862
2552,Japan,0,8,"[42891, 42893, 159454, 43692, 43696, 44512, 42894, 44517]",44.407780530688854,141.9657527906862
2552,Japan,1,5,"[42901, 159344, 42902, 44520, 43704]",44.407780530688854,141.9657527906862
2553,Japan,0,6,"[42861, 43673, 44484, 44470, 44472, 42834]",43.31115763025797,143.76209699268367
2553,Japan,2,6,"[43637, 44440, 44441, 44444, 44448, 44451]",43.31115763025797,143.76209699268367
2553,Japan,-1,2,"[43660, 44492]",43.31115763025797,143.76209699268367
2553,Japan,1,3,"[42808, 42831, 43618]",43.31115763025797,143.76209699268367
2554,Japan,-1,1,[44523],45.17770753760192,141.22970859274898
2555,Japan,0,18,"[43687, 43700, 43701, 42882, 44497, 42890, 44507, 44510, 159453, 42889, 43689, 43693, 44511, 42888, 43691, 43697, 43698, 43694]",44.13903829005517,143.2535220697498
2556,Japan,-1,2,"[42910, 43709]",45.18482685552981,141.9220742912151
2556,Japan,0,4,"[42903, 42906, 43705, 42907]",45.18482685552981,141.9220742912151
2556,Japan,1,5,"[42905, 42908, 42909, 43706, 43708]",45.18482685552981,141.9220742912151
2556,Japan,2,6,"[42911, 43710, 44524, 44525, 44526, 159251]",45.18482685552981,141.9220742912151
2557,Japan,0,18,"[42807, 159928, 159929, 42796, 42799, 42814, 43617, 42819, 42820, 43629, 44433, 44437, 42828, 43641, 44450, 42812, 44428, 43610]",42.94386747884217,140.63716251027773
2558,Japan,-1,16,"[42885, 43690, 42838, 44457, 44478, 44479, 159720, 42863, 43676, 159721, 44487, 44495, 42833, 42854, 44476, 43670]",43.52672605104587,144.69890321267602
2558,Japan,1,7,"[42830, 42835, 42849, 43658, 43650, 43645, 44449]",43.52672605104587,144.69890321267602
2558,Japan,0,3,"[42846, 42855, 43659]",43.52672605104587,144.69890321267602
2559,Japan,0,15,"[42840, 43653, 42825, 43623, 43638, 44432, 160022, 42810, 42811, 42813, 43614, 42844, 43648, 43654, 44458]",42.980602431014255,143.46872225116408
2560,Japan,0,6,"[42798, 42805, 44425, 44424, 160113, 160114]",42.257073063491774,140.19769361716584
2560,Japan,1,3,"[44411, 42788, 44415]",42.257073063491774,140.19769361716584
2560,Japan,-1,2,"[42790, 42784]",42.257073063491774,140.19769361716584
2560,Japan,2,11,"[42780, 42781, 43600, 42778, 44406, 44407, 43603, 44409, 42782, 43601, 42783]",42.257073063491774,140.19769361716584
2561,Japan,0,17,"[44445, 42858, 43671, 42852, 44465, 43663, 44466, 42829, 43640, 44455, 159914, 42843, 42850, 43649, 159926, 43636, 43667]",42.969907071623126,142.24840288987275
2561,Japan,-1,4,"[43634, 44447, 42795, 42806]",42.969907071623126,142.24840288987275
2561,Japan,1,4,"[42801, 42803, 44426, 160112]",42.969907071623126,142.24840288987275
2561,Japan,2,6,"[44417, 160212, 42793, 42794, 42797, 44413]",42.969907071623126,142.24840288987275
2562,Japan,-1,7,"[43607, 43609, 44416, 43620, 43622, 42802, 43616]",42.781691668130506,141.53510831131936
2562,Japan,0,10,"[42816, 44438, 44442, 44439, 42823, 43628, 42822, 43626, 44429, 44431]",42.781691668130506,141.53510831131936
2562,Japan,1,7,"[42800, 44421, 160105, 160106, 160108, 160109, 160110]",42.781691668130506,141.53510831131936
2563,Japan,0,8,"[42871, 42868, 42865, 44480, 42873, 43681, 43682, 44483]",43.48748698984675,141.5020051348957
2563,Japan,1,6,"[44468, 44474, 159821, 42851, 42859, 44462]",43.48748698984675,141.5020051348957
2563,Japan,-1,2,"[42839, 44460]",43.48748698984675,141.5020051348957
2564,Japan,-1,1,[120027],34.73388724446075,135.41269435848395
2564,Japan,0,8,"[120045, 120049, 120129, 120131, 120137, 120142, 120143, 163018]",34.73388724446075,135.41269435848395
2564,Japan,1,7,"[163009, 163011, 163015, 163022, 163024, 163027, 163036]",34.73388724446075,135.41269435848395
2565,Japan,0,10,"[42274, 44755, 163211, 43085, 43875, 43890, 163325, 44728, 163323, 163328]",34.361886639119575,134.838255056659
2566,Japan,0,9,"[42323, 42334, 44797, 162953, 43983, 43166, 43180, 162945, 162966]",35.07992012644018,135.25365514403234
2566,Japan,1,4,"[43973, 44791, 162948, 162965]",35.07992012644018,135.25365514403234
2566,Japan,-1,6,"[44821, 42375, 44005, 43976, 162957, 44831]",35.07992012644018,135.25365514403234
2566,Japan,3,3,"[42407, 43200, 43219]",35.07992012644018,135.25365514403234
2566,Japan,2,6,"[43191, 42377, 43197, 43208, 44836, 44844]",35.07992012644018,135.25365514403234
2567,Japan,0,10,"[42313, 42322, 42343, 42355, 43938, 43952, 162962, 163048, 163069, 43940]",34.89137751101845,134.62277506028306
2568,Japan,-1,12,"[43215, 43233, 43192, 44814, 43211, 42402, 43252, 162589, 44019, 162668, 162681, 44017]",35.26397951329364,135.11224779041444
2568,Japan,2,6,"[44003, 42389, 43212, 44863, 162791, 197192]",35.26397951329364,135.11224779041444
2568,Japan,3,5,"[43283, 44898, 42443, 44903, 44039]",35.26397951329364,135.11224779041444
2568,Japan,0,5,"[42400, 44858, 44867, 42409, 42416]",35.26397951329364,135.11224779041444
2568,Japan,1,4,"[42433, 44035, 44880, 162674]",35.26397951329364,135.11224779041444
2569,Japan,0,13,"[44803, 162935, 120047, 120051, 120148, 120150, 163034, 163040, 163054, 163062, 43955, 163065, 163070]",34.90008964616191,135.45254371300084
2570,Japan,-1,3,"[42555, 42564, 42566]",36.67083418024835,140.5654169730998
2570,Japan,0,6,"[43390, 43394, 161913, 161924, 42544, 161917]",36.67083418024835,140.5654169730998
2570,Japan,1,3,"[44193, 44194, 161949]",36.67083418024835,140.5654169730998
2571,Japan,0,26,"[162178, 162280, 162285, 44110, 162194, 162204, 42478, 162284, 162294, 162297, 119148, 162278, 197200, 43322, 44084, 44103, 162176, 162290, 162296, 162311, 162299, 44102, 162181, 44933, 196380, 196524]",35.85724032614019,140.10439843080556
2571,Japan,1,2,"[162295, 162301]",35.85724032614019,140.10439843080556
2572,Japan,0,11,"[162180, 43341, 43354, 44139, 162109, 162115, 162126, 44107, 44943, 162188, 162212]",36.072654074434965,140.5325349661094
2573,Japan,0,6,"[42525, 42529, 44971, 44973, 44977, 162026]",36.4076353336213,140.2890231908126
2573,Japan,1,7,"[44166, 44168, 44169, 43367, 44172, 44994, 161908]",36.4076353336213,140.2890231908126
2574,Japan,0,11,"[44127, 44129, 44955, 162085, 162094, 162217, 44132, 162125, 42497, 43336, 162219]",36.09484081607267,140.32546093896087
2575,Japan,0,14,"[44984, 44159, 161904, 162041, 42532, 44163, 44979, 162032, 162034, 162036, 162039, 42540, 44989, 42526]",36.38037354379968,140.47675896114862
2576,Japan,0,9,"[42498, 162080, 162106, 162191, 162215, 162221, 162222, 162197, 162201]",36.15141660874404,140.06255669312264
2576,Japan,1,5,"[44967, 162010, 162015, 162024, 162127]",36.15141660874404,140.06255669312264
2577,Japan,0,8,"[42545, 43376, 44150, 44966, 44985, 161911, 161914, 161920]",36.10584923569828,136.9783749323208
2577,Japan,1,11,"[42491, 42500, 43325, 44095, 44111, 44931, 44936, 44945, 162198, 43334, 44114]",36.10584923569828,136.9783749323208
2577,Japan,2,15,"[42504, 42513, 42515, 44115, 44120, 44125, 44140, 44141, 44939, 44942, 44944, 44962, 44970, 162081, 162091]",36.10584923569828,136.9783749323208
2577,Japan,-1,1,[44118],36.10584923569828,136.9783749323208
2578,Japan,0,11,"[43427, 43429, 43436, 45029, 45032, 161838, 43417, 42613, 42614, 43443, 44251]",37.21000313662418,136.84688782851853
2579,Japan,0,5,"[161937, 43395, 161941, 161816, 43403]",37.02408746449871,136.96429821108364
2579,Japan,-1,5,"[45004, 43438, 161846, 43452, 45055]",37.02408746449871,136.96429821108364
2579,Japan,1,6,"[161813, 161818, 43416, 44198, 161822, 161827]",37.02408746449871,136.96429821108364
2579,Japan,2,5,"[42594, 44215, 161831, 161832, 42586]",37.02408746449871,136.96429821108364
2579,Japan,3,7,"[42605, 44238, 42610, 43442, 45046, 161693, 161848]",37.02408746449871,136.96429821108364
2579,Japan,4,6,"[43459, 44253, 44256, 44259, 45060, 161698]",37.02408746449871,136.96429821108364
2580,Japan,0,8,"[43546, 44378, 42736, 43543, 43545, 43551, 44369, 43552]",39.94287814611024,141.54688008677508
2580,Japan,1,6,"[43549, 44375, 42738, 42739, 43550, 44373]",39.94287814611024,141.54688008677508
2581,Japan,0,13,"[42723, 42730, 43536, 43544, 45155, 45156, 161150, 161273, 161274, 42732, 42735, 44365, 44367]",39.725675452408424,141.12607104863625
2582,Japan,0,10,"[43519, 44333, 44337, 42704, 43522, 44342, 44350, 45145, 45147, 161355]",39.2905826727051,141.64170496821237
2582,Japan,1,10,"[42708, 42712, 42714, 42717, 44347, 44349, 45149, 161356, 161359, 43532]",39.2905826727051,141.64170496821237
2583,Japan,0,5,"[42722, 44360, 161271, 161270, 161272]",39.470381163943784,141.166546206583
2583,Japan,-1,4,"[42719, 42721, 44352, 45148]",39.470381163943784,141.166546206583
2583,Japan,1,5,"[43530, 43531, 45152, 161358, 161360]",39.470381163943784,141.166546206583
2584,Japan,-1,9,"[42734, 43578, 43584, 42741, 43569, 42764, 43547, 43548, 43556]",40.339090884026845,141.0592558703228
2584,Japan,1,5,"[42770, 43583, 43588, 160772, 43585]",40.339090884026845,141.0592558703228
2584,Japan,0,20,"[42752, 43566, 43567, 43571, 42755, 42756, 43573, 43575, 43572, 44389, 42763, 44394, 44376, 44377, 161157, 42740, 42744, 42746, 43562, 43563]",40.339090884026845,141.0592558703228
2584,Japan,2,3,"[43560, 44381, 43559]",40.339090884026845,141.0592558703228
2585,Japan,0,12,"[161269, 42720, 43534, 43537, 44359, 45153, 45154, 42726, 43538, 43539, 44363, 44371]",39.58289430703929,141.76449189387037
2586,Japan,0,14,"[163310, 163309, 42264, 163317, 197176, 42256, 44716, 163311, 163313, 163314, 163320, 44705, 163300, 163302]",34.21724547439865,133.92084564854707
2586,Japan,2,10,"[163404, 163405, 163406, 43075, 43083, 43868, 43877, 44702, 163292, 43869]",34.21724547439865,133.92084564854707
2586,Japan,-1,8,"[42244, 42247, 42248, 163307, 42245, 43095, 163324, 43885]",34.21724547439865,133.92084564854707
2586,Japan,1,5,"[43896, 163191, 163321, 163322, 163327]",34.21724547439865,133.92084564854707
2587,Japan,-1,1,[42094],27.380303539857938,128.59749362568374
2588,Japan,-1,2,"[44535, 42100]",31.480243730813186,130.50144988247158
2588,Japan,0,12,"[43728, 44551, 42107, 163954, 42928, 44540, 44546, 164067, 164068, 164069, 164072, 164073]",31.480243730813186,130.50144988247158
2588,Japan,1,6,"[42099, 42923, 44538, 164064, 42922, 43724]",31.480243730813186,130.50144988247158
2589,Japan,-1,1,[42917],27.773461164713797,128.94892769546388
2590,Japan,-1,4,"[43719, 43720, 43721, 44533]",30.583549483090813,130.97280657039803
2591,Japan,0,9,"[42095, 42918, 43716, 44530, 44531, 42096, 42097, 164511, 43717]",28.28521901902961,129.40179530102338
2592,Japan,-1,4,"[42919, 42920, 43718, 44532]",30.347096013980863,130.50093937417
2593,Japan,-1,3,"[44542, 164065, 43722]",31.52904389433504,130.8941059221458
2593,Japan,0,11,"[42921, 44534, 44536, 44537, 164063, 44539, 44541, 164061, 164062, 42098, 43723]",31.52904389433504,130.8941059221458
2593,Japan,1,13,"[42927, 42930, 43729, 44547, 44548, 42102, 42103, 42929, 42934, 42935, 43732, 44552, 164074]",31.52904389433504,130.8941059221458
2594,Japan,-1,1,[43845],33.61512250991237,133.19541622475808
2594,Japan,0,9,"[43030, 43814, 42200, 43808, 163599, 43023, 42176, 42192, 44646]",33.61512250991237,133.19541622475808
2594,Japan,1,10,"[42173, 43019, 44632, 44633, 42182, 43014, 43016, 43804, 43028, 43818]",33.61512250991237,133.19541622475808
